%T(Ga)     a (RE)      amin        amax         lod       lodmin      lodmax       obli       oblimin     oblimax       pre           premin        premax
 0.214   58.914689   58.858802   58.982711   22.868319   22.819096   22.928486   22.730870   22.730447   22.731263     55.494583     55.349509     55.613818
 0.215   58.908887   58.851576   58.978445   22.863200   22.812746   22.924705   22.728467   22.728038   22.728866     55.519429     55.371037     55.641737
 0.216   58.903118   58.844376   58.974217   22.858112   22.806421   22.920957   22.726079   22.725643   22.726482     55.544147     55.392425     55.669545
 0.217   58.897384   58.837203   58.970025   22.853056   22.800124   22.917243   22.723705   22.723264   22.724114     55.568724     55.413670     55.697230
 0.218   58.891688   58.830057   58.965871   22.848037   22.793853   22.913564   22.721349   22.720901   22.721763     55.593144     55.434758     55.724785
 0.219   58.886035   58.822936   58.961761   22.843058   22.787608   22.909925   22.719011   22.718556   22.719430     55.617393     55.455671     55.752208
 0.220   58.880428   58.815839   58.957701   22.838121   22.781386   22.906331   22.716692   22.716231   22.717117     55.641455     55.476384     55.779493
 0.221   58.874871   58.808767   58.953697   22.833229   22.775190   22.902788   22.714395   22.713927   22.714825     55.665313     55.496881     55.806627
 0.222   58.869368   58.801728   58.949752   22.828388   22.769025   22.899298   22.712120   22.711646   22.712556     55.688949     55.517143     55.833586
 0.223   58.863923   58.794733   58.945870   22.823598   22.762901   22.895864   22.709870   22.709389   22.710312     55.712345     55.537155     55.860336
 0.224   58.858541   58.787794   58.942053   22.818867   22.756830   22.892488   22.707647   22.707159   22.708094     55.735481     55.556899     55.886842
 0.225   58.853226   58.780917   58.938306   22.814196   22.750815   22.889176   22.705452   22.704957   22.705904     55.758337     55.576357     55.913082
 0.226   58.847983   58.774100   58.934632   22.809589   22.744857   22.885929   22.703287   22.702786   22.703745     55.780891     55.595510     55.939045
 0.227   58.842817   58.767340   58.931036   22.805052   22.738950   22.882753   22.701154   22.700646   22.701618     55.803121     55.614336     55.964731
 0.228   58.837734   58.760628   58.927524   22.800590   22.733089   22.879649   22.699057   22.698542   22.699526     55.825004     55.632812     55.990143
 0.229   58.832739   58.753959   58.924102   22.796206   22.727267   22.876628   22.696996   22.696474   22.697471     55.846517     55.650913     56.015283
 0.230   58.827837   58.747329   58.920776   22.791906   22.721483   22.873690   22.694973   22.694445   22.695454     55.867636     55.668613     56.040147
 0.231   58.823033   58.740742   58.917551   22.787693   22.715737   22.870845   22.692992   22.692457   22.693479     55.888339     55.685890     56.064716
 0.232   58.818333   58.734205   58.914432   22.783572   22.710040   22.868092   22.691054   22.690512   22.691546     55.908604     55.702723     56.088959
 0.233   58.813741   58.727740   58.911424   22.779547   22.704407   22.865438   22.689161   22.688613   22.689659     55.928410     55.719092     56.112823
 0.234   58.809261   58.721366   58.908528   22.775622   22.698854   22.862883   22.687315   22.686760   22.687818     55.947737     55.734980     56.136256
 0.235   58.804898   58.715091   58.905750   22.771800   22.693392   22.860433   22.685517   22.684955   22.686026     55.966568     55.750370     56.159230
 0.236   58.800655   58.708915   58.903093   22.768085   22.688017   22.858090   22.683769   22.683201   22.684283     55.984887     55.765245     56.181738
 0.237   58.796534   58.702827   58.900562   22.764478   22.682722   22.855858   22.682072   22.681497   22.682592     56.002681     55.779590     56.203797
 0.238   58.792539   58.696809   58.898159   22.760981   22.677490   22.853740   22.680426   22.679845   22.680952     56.019940     55.793392     56.225438
 0.239   58.788670   58.690843   58.895887   22.757596   22.672304   22.851737   22.678833   22.678246   22.679364     56.036659     55.806643     56.246701
 0.240   58.784927   58.684912   58.893748   22.754323   22.667152   22.849853   22.677292   22.676699   22.677829     56.052836     55.819340     56.267618
 0.241   58.781310   58.679011   58.891740   22.751159   22.662027   22.848083   22.675804   22.675204   22.676346     56.068474     55.831485     56.288204
 0.242   58.777816   58.673143   58.889863   22.748104   22.656934   22.846430   22.674366   22.673760   22.674914     56.083583     55.843086     56.308453
 0.243   58.774443   58.667325   58.888113   22.745156   22.651886   22.844888   22.672978   22.672367   22.673531     56.098175     55.854157     56.328338
 0.244   58.771186   58.661575   58.886484   22.742310   22.646898   22.843453   22.671638   22.671021   22.672196     56.112268     55.864715     56.347830
 0.245   58.768040   58.655903   58.884971   22.739562   22.641980   22.842120   22.670344   22.669721   22.670908     56.125883     55.874789     56.366914
 0.246   58.765000   58.650310   58.883562   22.736907   22.637133   22.840880   22.669093   22.668465   22.669663     56.139044     55.884411     56.385602
 0.247   58.762058   58.644786   58.882247   22.734337   22.632348   22.839722   22.667884   22.667250   22.668458     56.151781     55.893619     56.403932
 0.248   58.759208   58.639307   58.881014   22.731848   22.627602   22.838636   22.666712   22.666073   22.667292     56.164125     55.902454     56.421968
 0.249   58.756440   58.633844   58.879853   22.729433   22.622873   22.837615   22.665574   22.664930   22.666159     56.176112     55.910956     56.439792
 0.250   58.753747   58.628369   58.878755   22.727082   22.618135   22.836648   22.664467   22.663818   22.665057     56.187782     55.919164     56.457484
 0.251   58.751118   58.622867   58.877710   22.724788   22.613375   22.835728   22.663386   22.662732   22.663982     56.199175     55.927121     56.475098
 0.252   58.748543   58.617332   58.876709   22.722541   22.608589   22.834847   22.662328   22.661669   22.662929     56.210334     55.934866     56.492666
 0.253   58.746014   58.611769   58.875747   22.720335   22.603781   22.834000   22.661289   22.660625   22.661895     56.221298     55.942429     56.510200
 0.254   58.743521   58.606188   58.874818   22.718161   22.598959   22.833183   22.660264   22.659596   22.660876     56.232107     55.949844     56.527696
 0.255   58.741056   58.600602   58.873915   22.716012   22.594133   22.832388   22.659252   22.658578   22.659869     56.242796     55.957143     56.545146
 0.256   58.738613   58.595017   58.873027   22.713881   22.589311   22.831607   22.658248   22.657569   22.658870     56.253395     55.964365     56.562548
 0.257   58.736183   58.589436   58.872142   22.711764   22.584495   22.830828   22.657250   22.656567   22.657878     56.263933     55.971550     56.579915
 0.258   58.733763   58.583851   58.871247   22.709654   22.579676   22.830041   22.656256   22.655568   22.656890     56.274434     55.978737     56.597276
 0.259   58.731347   58.578243   58.870332   22.707549   22.574840   22.829236   22.655264   22.654571   22.655903     56.284921     55.985962     56.614680
 0.260   58.728929   58.572596   58.869387   22.705442   22.569972   22.828404   22.654271   22.653573   22.654916     56.295414     55.993256     56.632174
 0.261   58.726506   58.566901   58.868404   22.703331   22.565064   22.827540   22.653276   22.652573   22.653927     56.305936     56.000643     56.649791
 0.262   58.724070   58.561152   58.867382   22.701209   22.560111   22.826641   22.652276   22.651568   22.652933     56.316512     56.008144     56.667553
 0.263   58.721616   58.555345   58.866320   22.699072   22.555112   22.825707   22.651269   22.650555   22.651932     56.327170     56.015771     56.685483
 0.264   58.719135   58.549482   58.865218   22.696912   22.550064   22.824737   22.650251   22.649531   22.650920     56.337947     56.023545     56.703600
 0.265   58.716617   58.543563   58.864070   22.694720   22.544972   22.823728   22.649218   22.648493   22.649894     56.348885     56.031500     56.721920
 0.266   58.714051   58.537593   58.862864   22.692487   22.539838   22.822668   22.648165   22.647434   22.648848     56.360036     56.039687     56.740462
 0.267   58.711423   58.531571   58.861581   22.690200   22.534660   22.821539   22.647087   22.646350   22.647777     56.371456     56.048174     56.759256
 0.268   58.708719   58.525489   58.860198   22.687847   22.529434   22.820323   22.645977   22.645234   22.646674     56.383213     56.057045     56.778352
 0.269   58.705921   58.519334   58.858690   22.685413   22.524147   22.818998   22.644830   22.644080   22.645534     56.395379     56.066393     56.797818
 0.270   58.703011   58.513085   58.857030   22.682882   22.518782   22.817539   22.643636   22.642880   22.644349     56.408034     56.076312     56.817738
 0.271   58.699970   58.506721   58.855197   22.680237   22.513320   22.815928   22.642389   22.641626   22.643111     56.421262     56.086892     56.838200
 0.272   58.696777   58.500220   58.853173   22.677462   22.507743   22.814149   22.641080   22.640310   22.641811     56.435153     56.098218     56.859299
 0.273   58.693411   58.493553   58.850944   22.674536   22.502026   22.812191   22.639701   22.638922   22.640441     56.449802     56.110365     56.881145
 0.274   58.689849   58.486691   58.848497   22.671441   22.496145   22.810041   22.638241   22.637454   22.638992     56.465308     56.123414     56.903853
 0.275   58.686067   58.479612   58.845816   22.668155   22.490081   22.807686   22.636691   22.635895   22.637453     56.481775     56.137452     56.927523
 0.276   58.682041   58.472300   58.842879   22.664658   22.483820   22.805108   22.635041   22.634236   22.635816     56.499311     56.152577     56.952245
 0.277   58.677745   58.464743   58.839662   22.660929   22.477352   22.802283   22.633281   22.632465   22.634070     56.518028     56.168902     56.978102
 0.278   58.673154   58.456930   58.836134   22.656943   22.470670   22.799186   22.631401   22.630574   22.632204     56.538037     56.186548     57.005176
 0.279   58.668242   58.448849   58.832260   22.652681   22.463761   22.795786   22.629390   22.628551   22.630208     56.559450     56.205646     57.033550
 0.280   58.662986   58.440484   58.828009   22.648122   22.456613   22.792057   22.627238   22.626386   22.628074     56.582378     56.226320     57.063317
 0.281   58.657359   58.431813   58.823354   22.643243   22.449209   22.787974   22.624935   22.624069   22.625789     56.606927     56.248685     57.094579
 0.282   58.651341   58.422808   58.818274   22.638026   22.441524   22.783520   22.622473   22.621591   22.623347     56.633200     56.272836     57.127448
 0.283   58.644908   58.413435   58.812752   22.632453   22.433530   22.778681   22.619842   22.618944   22.620738     56.661293     56.298860     57.162054
 0.284   58.638041   58.403657   58.806776   22.626506   22.425196   22.773446   22.617034   22.616119   22.617953     56.691296     56.326828     57.198519
 0.285   58.630722   58.393448   58.800336   22.620171   22.416501   22.767805   22.614042   22.613108   22.614987     56.723292     56.356808     57.236946
 0.286   58.622935   58.382790   58.793419   22.613434   22.407428   22.761751   22.610860   22.609906   22.611832     56.757355     56.388862     57.277413
